Acurite-Tower-6694,1645412857,68.4,56.4,40,27,0,0
Acurite-Tower-13772,1645413397,48.2,35.2,35,20,0,0
Acurite-609TXC-210,1645413459,48.6,36.6,38,21,0,0
Acurite-6045M-90,1645413459,47.1,34.1,33,20,0,0
Acurite-Tower-2235,1645413459,65.5,53.5,39,26,0,0
Acurite-Tower-6694,1645413459,68.2,57.2,41,27,0,0
Acurite-Tower-13772,1645413999,47.8,34.8,35,20,0,0
Acurite-609TXC-210,1645414060,48.2,36.2,39,21,0,0
Acurite-Tower-2235,1645414060,65.5,53.5,40,26,0,0
Acurite-Tower-6694,1645414060,68.0,57.0,41,27,0,0
Acurite-Tower-13772,1645414600,47.7,35.7,36,20,0,0
Acurite-609TXC-210,1645414662,48.0,36.0,40,22,0,0
Acurite-6045M-90,1645414662,47.1,34.1,33,20,0,0
Acurite-Tower-2235,1645414662,65.5,53.5,40,26,0,0
Acurite-Tower-6694,1645414662,67.8,56.8,42,27,0,0
Acurite-Tower-13772,1645415202,47.7,35.7,36,20,0,0
Acurite-609TXC-210,1645415264,48.2,36.2,40,22,0,0
Acurite-6045M-90,1645415264,47.3,34.3,33,20,0,0
Acurite-Tower-2235,1645415264,65.5,53.5,40,26,0,0
Acurite-Tower-6694,1645415264,67.8,56.8,42,27,0,0
Acurite-Tower-13772,1645415804,47.7,35.7,36,20,0,0
Acurite-609TXC-210,1645415865,48.2,36.2,40,22,0,0
Acurite-6045M-90,1645415865,47.3,34.3,33,20,0,0
Acurite-Tower-2235,1645415865,65.5,53.5,40,26,0,0
Acurite-Tower-6694,1645415865,67.6,56.6,42,27,0,0
Acurite-Tower-13772,1645416405,47.8,35.8,36,20,0,0
Acurite-609TXC-210,1645416467,48.2,36.2,40,22,0,0
Acurite-6045M-90,1645416467,47.3,34.3,33,20,0,0
Acurite-Tower-2235,1645416467,65.5,53.5,40,26,0,0
Acurite-Tower-6694,1645416467,67.5,56.5,42,27,0,0
-,1645424641,46.0,34.0,39,21,,
Acurite-Tower-13772,1645424716,46.0,34.0,39,21,0,0
Acurite-609TXC-210,1645424716,46.2,35.2,43,22,0,0
Acurite-6045M-90,1645424716,44.2,31.2,33,19,0,0
Acurite-Tower-2235,1645424716,64.9,52.9,40,26,0,0
Acurite-Tower-6694,1645424716,67.3,57.3,49,29,0,0
Acurite-Tower-13772,1645424956,46.0,34.0,39,21,0,0
Acurite-609TXC-210,1645424956,46.2,35.2,43,22,0,0
Acurite-6045M-90,1645424956,44.2,31.2,33,19,0,0
Acurite-Tower-2235,1645424956,64.9,52.9,40,26,0,0
Acurite-Tower-6694,1645424956,67.3,57.3,49,29,0,0
Acurite-Tower-13772,1645425196,45.7,33.7,39,21,0,0
Acurite-609TXC-210,1645425258,45.7,34.7,44,22,0,0
Acurite-6045M-90,1645425258,44.2,31.2,33,19,0,0
Acurite-Tower-2235,1645425258,64.8,52.8,40,26,0,0
Acurite-Tower-6694,1645425258,67.3,57.3,49,29,0,0
Acurite-Tower-13772,1645425498,45.7,33.7,39,21,0,0
Acurite-609TXC-210,1645425498,45.7,34.7,44,22,0,0
Acurite-6045M-90,1645425498,44.2,31.2,33,19,0,0
Acurite-Tower-2235,1645425498,64.8,52.8,40,26,0,0
Acurite-Tower-6694,1645425498,67.3,57.3,49,29,0,0
Acurite-Tower-13772,1645425738,45.7,33.7,39,21,0,0
Acurite-609TXC-210,1645425800,45.7,34.7,44,22,0,0
Acurite-Tower-2235,1645425800,65.3,53.3,40,26,0,0
Acurite-Tower-6694,1645425800,67.1,57.1,49,29,0,0
Acurite-Tower-13772,1645425945,45.7,33.7,39,21,0,0
Acurite-609TXC-210,1645425945,45.7,34.7,44,22,0,0
Acurite-Tower-2235,1645425945,65.3,53.3,40,26,0,0
Acurite-Tower-6694,1645425945,67.1,57.1,49,29,0,0
Acurite-Tower-13772,1645426185,45.5,33.5,39,21,0,0
Acurite-609TXC-210,1645426247,45.5,34.5,44,22,0,0
Acurite-Tower-2235,1645426247,65.1,53.1,40,26,0,0
Acurite-Tower-6694,1645426247,67.1,57.1,49,29,0,0
Acurite-Tower-13772,1645426487,45.5,33.5,40,21,0,0
Acurite-609TXC-210,1645426549,45.3,34.3,44,22,0,0
Acurite-Tower-2235,1645426549,64.9,52.9,40,26,0,0
Acurite-Tower-6694,1645426549,66.9,56.9,49,28,0,0
Acurite-Tower-13772,1645426789,45.5,33.5,40,21,0,0
Acurite-609TXC-210,1645426850,45.5,34.5,44,22,0,0
Acurite-6045M-90,1645426850,44.0,31.0,33,19,0,0
Acurite-Tower-2235,1645426850,64.9,52.9,40,26,0,0
Acurite-Tower-6694,1645426850,66.7,56.7,49,28,0,0
Acurite-Tower-2235,1645464340,66.6,54.6,40,26,0,0
-,1645464600,66.9,54.9,36,25,,
Acurite-Tower-2235,1645464631,66.6,54.6,40,26,0,0
Acurite-Tower-13772,1645464711,61.9,51.9,50,27,0,0
Acurite-Tower-2235,1645464802,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645464802,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645464825,61.9,51.9,50,27,0,0
Acurite-6045M-90,1645464825,67.8,55.8,36,25,0,0
Acurite-Tower-2235,1645464825,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645464825,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645464884,61.9,51.9,50,27,0,0
Acurite-6045M-90,1645464884,67.8,55.8,36,25,0,0
Acurite-Tower-2235,1645464884,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645464884,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645464916,61.9,51.9,50,27,0,0
Acurite-6045M-90,1645464917,67.8,55.8,36,25,0,0
Acurite-Tower-2235,1645464917,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645464917,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645464943,61.9,51.9,50,27,0,0
Acurite-6045M-90,1645464943,67.8,55.8,36,25,0,0
Acurite-Tower-2235,1645464943,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645464943,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645464985,61.9,51.9,50,27,0,0
Acurite-6045M-90,1645464985,67.8,55.8,36,25,0,0
Acurite-Tower-2235,1645464985,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645464985,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645465007,61.9,51.9,50,27,0,0
Acurite-6045M-90,1645465007,67.8,55.8,36,25,0,0
Acurite-Tower-2235,1645465007,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645465007,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645465056,61.9,51.9,49,27,0,0
Acurite-609TXC-210,1645465147,63.1,53.1,47,27,0,0
Acurite-6045M-90,1645465147,68.3,56.3,36,26,0,0
Acurite-Tower-2235,1645465147,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645465147,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645465324,61.9,51.9,49,27,0,0
Acurite-609TXC-210,1645465324,63.1,53.1,47,27,0,0
Acurite-6045M-90,1645465325,68.3,56.3,36,26,0,0
Acurite-Tower-2235,1645465325,66.6,54.6,39,26,0,0
Acurite-Tower-6694,1645465325,70.2,60.2,49,29,0,0
Acurite-Tower-13772,1645465565,61.7,50.7,45,26,0,0
Acurite-6045M-90,1645465656,67.8,55.8,36,25,0,0
Acurite-Tower-2235,1645465656,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645465656,70.2,60.2,49,29,0,0
Acurite-609TXC-210,1645465988,62.8,51.8,43,26,0,0
Acurite-6045M-90,1645465988,67.1,55.1,36,25,0,0
Acurite-Tower-2235,1645465988,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645465988,70.3,60.3,49,29,0,0
Acurite-6045M-90,1645466320,66.9,54.9,36,25,0,0
Acurite-Tower-2235,1645466320,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645466320,70.3,60.3,50,30,0,0
Acurite-6045M-90,1645466652,66.2,54.2,36,25,0,0
Acurite-Tower-2235,1645466652,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645466652,70.3,60.3,50,30,0,0
Acurite-Tower-2235,1645466677,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645466677,70.3,60.3,50,30,0,0
Acurite-6045M-90,1645466726,66.2,54.2,36,25,0,0
Acurite-Tower-2235,1645466726,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645466726,70.3,60.3,50,30,0,0
Acurite-609TXC-210,1645467058,62.2,51.2,42,26,0,0
Acurite-6045M-90,1645467058,66.2,54.2,36,25,0,0
Acurite-Tower-2235,1645467058,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645467058,70.2,60.2,50,30,0,0
Acurite-609TXC-210,1645467389,62.8,51.8,42,26,0,0
Acurite-6045M-90,1645467389,67.1,55.1,37,26,0,0
Acurite-Tower-2235,1645467389,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645467389,70.2,60.2,50,30,0,0
Acurite-609TXC-210,1645467720,62.8,50.8,40,25,0,0
Acurite-6045M-90,1645467720,67.1,55.1,36,25,0,0
Acurite-Tower-2235,1645467720,66.9,54.9,40,26,0,0
Acurite-Tower-6694,1645467720,70.2,61.2,51,30,0,0
Acurite-609TXC-210,1645468051,62.8,50.8,40,25,0,0
Acurite-6045M-90,1645468051,67.1,55.1,36,25,0,0
Acurite-Tower-2235,1645468051,66.9,54.9,40,26,0,0
Acurite-Tower-6694,1645468051,70.2,61.2,51,30,0,0
Acurite-6045M-90,1645468383,67.4,55.4,36,25,0,0
Acurite-Tower-2235,1645468383,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645468383,70.3,61.3,51,30,0,0
Acurite-Tower-13772,1645468623,61.9,50.9,41,25,0,0
Acurite-6045M-90,1645468715,67.1,55.1,36,25,0,0
Acurite-Tower-2235,1645468715,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645468715,70.3,60.3,50,30,0,0
Acurite-Tower-13772,1645468955,61.9,49.9,40,25,0,0
Acurite-609TXC-210,1645469047,63.0,51.0,38,25,0,0
Acurite-6045M-90,1645469047,66.9,54.9,36,25,0,0
Acurite-Tower-2235,1645469047,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645469047,70.3,60.3,50,30,0,0
Acurite-Tower-13772,1645469287,62.1,50.1,39,25,0,0
Acurite-6045M-90,1645469379,67.1,55.1,36,25,0,0
Acurite-Tower-2235,1645469379,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645469379,70.5,60.5,50,30,0,0
Acurite-Tower-13772,1645469620,63.1,51.1,39,25,0,0
Acurite-609TXC-210,1645469711,64.6,51.6,35,24,0,0
Acurite-6045M-90,1645469711,67.6,55.6,36,25,0,0
Acurite-Tower-2235,1645469711,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645469711,70.5,60.5,50,30,0,0
Acurite-6045M-90,1645470043,67.1,55.1,36,25,0,0
Acurite-Tower-2235,1645470043,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645470043,70.5,61.5,51,30,0,0
Acurite-6045M-90,1645470375,66.7,54.7,36,25,0,0
Acurite-Tower-2235,1645470375,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645470375,70.5,61.5,51,30,0,0
Acurite-6045M-90,1645470707,66.2,54.2,36,25,0,0
Acurite-Tower-2235,1645470707,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645470707,70.5,61.5,51,30,0,0
Acurite-6045M-90,1645471038,66.2,54.2,36,25,0,0
Acurite-Tower-2235,1645471038,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645471038,70.5,61.5,51,30,0,0
Acurite-6045M-90,1645471369,66.0,53.0,35,25,0,0
Acurite-Tower-2235,1645471369,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645471369,70.7,61.7,51,30,0,0
Acurite-6045M-90,1645471700,65.3,52.3,35,25,0,0
Acurite-Tower-2235,1645471700,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645471700,70.5,61.5,51,30,0,0
Acurite-6045M-90,1645472031,65.1,52.1,35,25,0,0
Acurite-Tower-2235,1645472031,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645472031,70.5,61.5,52,30,0,0
Acurite-6045M-90,1645472362,65.3,52.3,35,25,0,0
Acurite-Tower-2235,1645472362,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645472362,70.5,61.5,52,30,0,0
Acurite-Tower-13772,1645472602,63.3,51.3,38,25,0,0
Acurite-6045M-90,1645472693,65.1,52.1,35,25,0,0
Acurite-Tower-2235,1645472693,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645472693,70.5,61.5,52,30,0,0
Acurite-Tower-13772,1645472933,63.1,51.1,37,25,0,0
Acurite-6045M-90,1645473024,65.1,52.1,35,25,0,0
Acurite-Tower-2235,1645473024,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645473024,70.7,61.7,52,30,0,0
Acurite-Tower-13772,1645473264,63.1,51.1,37,25,0,0
Acurite-609TXC-210,1645473356,64.4,51.4,33,24,0,0
Acurite-6045M-90,1645473356,64.4,51.4,35,24,0,0
Acurite-Tower-2235,1645473356,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645473356,70.7,61.7,51,30,0,0
Acurite-Tower-13772,1645473596,62.6,50.6,37,24,0,0
Acurite-6045M-90,1645473688,64.0,51.0,35,24,0,0
Acurite-Tower-2235,1645473688,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645473688,70.5,61.5,51,30,0,0
Acurite-6045M-90,1645474020,63.5,50.5,35,24,0,0
Acurite-Tower-2235,1645474020,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645474020,70.5,61.5,52,30,0,0
Acurite-Tower-13772,1645474260,61.9,49.9,36,24,0,0
Acurite-609TXC-210,1645474352,62.8,49.8,34,24,0,0
Acurite-6045M-90,1645474352,62.9,49.9,35,24,0,0
Acurite-Tower-2235,1645474352,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645474352,70.3,61.3,52,30,0,0
Acurite-Tower-13772,1645474592,61.5,49.5,36,24,0,0
Acurite-6045M-90,1645474684,62.4,49.4,35,24,0,0
Acurite-Tower-2235,1645474684,67.5,55.5,40,26,0,0
Acurite-Tower-6694,1645474684,70.3,61.3,52,30,0,0
Acurite-Tower-13772,1645474924,61.2,49.2,37,24,0,0
Acurite-6045M-90,1645475016,61.9,48.9,34,23,0,0
Acurite-Tower-2235,1645475016,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645475016,70.3,61.3,52,30,0,0
Acurite-Tower-13772,1645475256,60.3,48.3,40,25,0,0
Acurite-6045M-90,1645475348,61.0,49.0,36,24,0,0
Acurite-Tower-2235,1645475348,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645475348,70.2,61.2,52,30,0,0
Acurite-Tower-13772,1645475588,59.7,48.7,44,25,0,0
Acurite-609TXC-210,1645475680,59.9,49.9,50,27,0,0
Acurite-6045M-90,1645475680,60.1,47.1,35,23,0,0
Acurite-Tower-2235,1645475680,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645475680,70.0,61.0,52,30,0,0
Acurite-6045M-90,1645476012,59.3,46.3,35,23,0,0
Acurite-Tower-2235,1645476012,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645476012,70.0,61.0,52,30,0,0
Acurite-6045M-90,1645476343,58.4,46.4,37,23,0,0
Acurite-Tower-2235,1645476343,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645476343,69.8,60.8,52,30,0,0
Acurite-6045M-90,1645476674,58.1,46.1,37,23,0,0
Acurite-Tower-2235,1645476674,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645476674,69.8,60.8,52,30,0,0
Acurite-6045M-90,1645477005,58.1,46.1,37,23,0,0
Acurite-Tower-2235,1645477005,67.3,55.3,40,26,0,0
Acurite-Tower-6694,1645477005,69.6,60.6,53,30,0,0
Acurite-Tower-13772,1645477245,57.9,47.9,50,26,0,0
Acurite-6045M-90,1645477336,57.9,45.9,37,23,0,0
Acurite-Tower-2235,1645477336,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645477336,69.6,60.6,53,30,0,0
Acurite-609TXC-210,1645477667,58.5,50.5,56,28,0,0
Acurite-6045M-90,1645477667,57.7,45.7,37,23,0,0
Acurite-Tower-2235,1645477667,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645477667,69.6,60.6,53,30,0,0
Acurite-Tower-13772,1645477907,57.6,48.6,54,27,0,0
Acurite-6045M-90,1645477998,57.5,45.5,37,23,0,0
Acurite-Tower-2235,1645477998,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645477998,69.6,60.6,53,30,0,0
Acurite-609TXC-210,1645478329,57.9,48.9,55,28,0,0
Acurite-6045M-90,1645478329,57.2,45.2,37,23,0,0
Acurite-Tower-2235,1645478329,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645478329,69.6,60.6,53,30,0,0
Acurite-6045M-90,1645478660,56.6,44.6,37,23,0,0
Acurite-Tower-2235,1645478660,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645478660,69.4,60.4,53,30,0,0
Acurite-6045M-90,1645478991,55.7,43.7,37,23,0,0
Acurite-Tower-2235,1645478991,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645478991,69.4,60.4,53,30,0,0
Acurite-6045M-90,1645479322,55.2,43.2,37,23,0,0
Acurite-Tower-2235,1645479322,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645479322,69.4,60.4,54,30,0,0
Acurite-6045M-90,1645479654,55.0,43.0,38,23,0,0
Acurite-Tower-2235,1645479654,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645479654,69.3,60.3,54,30,0,0
Acurite-609TXC-210,1645479986,56.5,50.5,66,30,0,0
Acurite-6045M-90,1645479986,54.7,42.7,38,23,0,0
Acurite-Tower-2235,1645479986,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645479986,69.3,60.3,54,30,0,0
Acurite-6045M-90,1645480318,54.7,42.7,38,23,0,0
Acurite-Tower-2235,1645480318,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645480318,69.3,60.3,54,30,0,0
Acurite-6045M-90,1645480650,54.5,42.5,38,23,0,0
Acurite-Tower-2235,1645480650,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645480650,69.1,60.1,54,30,0,0
Acurite-6045M-90,1645480982,54.5,42.5,38,23,0,0
Acurite-Tower-2235,1645480982,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645480982,69.1,60.1,54,30,0,0
Acurite-6045M-90,1645481314,54.5,42.5,39,23,0,0
Acurite-Tower-2235,1645481314,67.1,55.1,40,26,0,0
Acurite-Tower-6694,1645481314,68.9,59.9,54,30,0,0
Acurite-Tower-13772,1645481554,55.0,48.0,65,30,0,0
Acurite-609TXC-210,1645481646,56.1,49.1,65,30,0,0
Acurite-6045M-90,1645481646,54.5,42.5,39,23,0,0
Acurite-Tower-2235,1645481646,66.9,54.9,40,26,0,0
Acurite-Tower-6694,1645481646,68.9,59.9,54,30,0,0
Acurite-Tower-13772,1645481886,55.4,48.4,65,30,0,0
Acurite-609TXC-210,1645481977,56.5,50.5,66,30,0,0
Acurite-6045M-90,1645481977,54.5,42.5,39,23,0,0
Acurite-Tower-2235,1645481977,66.9,54.9,40,26,0,0
Acurite-Tower-6694,1645481977,68.9,59.9,54,30,0,0
Acurite-609TXC-210,1645482309,56.5,49.5,65,30,0,0
Acurite-6045M-90,1645482309,54.7,42.7,39,23,0,0
Acurite-Tower-2235,1645482309,66.9,54.9,40,26,0,0
Acurite-Tower-6694,1645482309,68.9,59.9,54,30,0,0
Acurite-Tower-13772,1645482549,55.2,49.2,66,30,0,0
Acurite-609TXC-210,1645482641,56.3,49.3,65,30,0,0
Acurite-6045M-90,1645482641,54.5,42.5,39,23,0,0
Acurite-Tower-2235,1645482641,66.9,54.9,40,26,0,0
Acurite-Tower-6694,1645482641,68.9,59.9,54,30,0,0
Acurite-609TXC-210,1645482973,56.1,50.1,66,30,0,0
Acurite-6045M-90,1645482973,54.3,42.3,39,23,0,0
Acurite-Tower-2235,1645482973,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645482973,68.7,59.7,55,30,0,0
Acurite-609TXC-210,1645483305,55.9,49.9,66,30,0,0
Acurite-6045M-90,1645483305,54.1,42.1,39,23,0,0
Acurite-Tower-2235,1645483305,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645483305,68.7,59.7,55,30,0,0
Acurite-6045M-90,1645483637,53.9,41.9,40,23,0,0
Acurite-Tower-2235,1645483637,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645483637,68.5,59.5,55,30,0,0
Acurite-609TXC-210,1645483969,55.8,49.8,68,30,0,0
Acurite-6045M-90,1645483969,53.8,41.8,40,23,0,0
Acurite-Tower-2235,1645483969,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645483969,68.5,59.5,55,30,0,0
Acurite-Tower-13772,1645484209,54.7,48.7,68,30,0,0
Acurite-6045M-90,1645484301,53.6,41.6,40,23,0,0
Acurite-Tower-2235,1645484301,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645484301,68.4,59.4,55,30,0,0
Acurite-6045M-90,1645484633,53.6,41.6,40,23,0,0
Acurite-Tower-2235,1645484633,66.7,54.7,40,26,0,0
Acurite-Tower-6694,1645484633,68.4,59.4,55,30,0,0
Acurite-6045M-90,1645484964,53.6,41.6,40,23,0,0
Acurite-Tower-2235,1645484964,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645484964,68.5,59.5,54,30,0,0
Acurite-6045M-90,1645485295,53.6,42.6,41,23,0,0
Acurite-Tower-2235,1645485295,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645485295,68.4,59.4,54,30,0,0
Acurite-6045M-90,1645485626,53.4,42.4,41,23,0,0
Acurite-Tower-2235,1645485626,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645485626,68.2,59.2,54,30,0,0
Acurite-609TXC-210,1645485958,55.4,50.4,73,32,0,0
Acurite-6045M-90,1645485958,53.4,42.4,41,23,0,0
Acurite-Tower-2235,1645485958,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645485958,68.2,59.2,54,30,0,0
Acurite-609TXC-210,1645486289,55.4,50.4,74,32,0,0
Acurite-6045M-90,1645486289,53.4,42.4,42,23,0,0
Acurite-Tower-2235,1645486289,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645486289,68.2,59.2,54,30,0,0
Acurite-609TXC-210,1645486621,55.2,50.2,75,32,0,0
Acurite-6045M-90,1645486621,53.0,42.0,42,23,0,0
Acurite-Tower-2235,1645486621,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645486621,68.2,59.2,54,30,0,0
Acurite-6045M-90,1645486953,53.2,42.2,42,23,0,0
Acurite-Tower-2235,1645486953,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645486953,68.2,59.2,54,30,0,0
Acurite-6045M-90,1645487285,53.0,42.0,42,23,0,0
Acurite-Tower-2235,1645487285,66.9,54.9,40,26,0,0
Acurite-Tower-6694,1645487285,68.0,59.0,54,30,0,0
Acurite-6045M-90,1645487617,52.9,41.9,42,23,0,0
Acurite-Tower-2235,1645487617,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645487617,68.0,59.0,54,30,0,0
Acurite-Tower-13772,1645487857,54.0,50.0,76,32,0,0
Acurite-6045M-90,1645487949,52.9,41.9,43,23,0,0
Acurite-Tower-2235,1645487949,67.3,56.3,41,27,0,0
Acurite-Tower-6694,1645487949,68.0,59.0,54,30,0,0
Acurite-6045M-90,1645488281,52.7,41.7,43,23,0,0
Acurite-Tower-2235,1645488281,67.3,56.3,41,27,0,0
Acurite-Tower-6694,1645488281,68.0,59.0,54,30,0,0
Acurite-6045M-90,1645488612,52.7,41.7,43,23,0,0
Acurite-Tower-2235,1645488612,67.3,56.3,41,27,0,0
Acurite-Tower-6694,1645488612,67.8,58.8,54,30,0,0
Acurite-Tower-13772,1645488852,53.8,49.8,76,32,0,0
Acurite-6045M-90,1645488943,52.7,41.7,43,23,0,0
Acurite-Tower-2235,1645488943,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645488943,67.8,58.8,54,30,0,0
Acurite-609TXC-210,1645489274,54.9,50.9,76,32,0,0
Acurite-6045M-90,1645489274,52.7,41.7,43,23,0,0
Acurite-Tower-2235,1645489274,67.1,56.1,41,27,0,0
Acurite-Tower-6694,1645489274,67.8,58.8,54,30,0,0
Acurite-6045M-90,1645489605,52.7,41.7,44,24,0,0
Acurite-Tower-2235,1645489605,66.9,55.9,41,26,0,0
Acurite-Tower-6694,1645489605,67.8,58.8,54,30,0,0
Acurite-Tower-13772,1645489845,53.8,49.8,78,32,0,0
Acurite-609TXC-210,1645489936,54.9,50.9,77,32,0,0
Acurite-6045M-90,1645489936,52.7,41.7,44,24,0,0
Acurite-Tower-2235,1645489936,66.9,55.9,41,26,0,0
Acurite-Tower-6694,1645489936,67.6,58.6,54,30,0,0
Acurite-Tower-13772,1645490176,54.0,50.0,78,33,0,0
Acurite-6045M-90,1645490267,52.7,41.7,44,24,0,0
Acurite-Tower-2235,1645490267,66.7,55.7,41,26,0,0
